id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
c0e412cf758bb97c2ca7c0808f047149,szczecin,blockOfFlats,43.17,2.0,,4.0,2015.0,53.41574355,14.54045445,1.6,5.0,0.288,0.765,0.535,0.248,0.258,0.742,0.178,condominium,brick,premium,no,no,yes,no,no,2200
853f9e263a6f32310762c9e5f199f76c,szczecin,,34.0,2.0,3.0,4.0,,53.40055556,14.67694444,8.1,3.0,0.479,2.862,0.302,0.666,0.6,,0.242,condominium,,,no,no,no,no,no,1800
a0ca9f462c421b6a9147ba3bdabbf1ea,szczecin,apartmentBuilding,40.67,2.0,2.0,4.0,2018.0,53.3918121,14.4868674,6.04,0.0,1.84,3.374,0.768,1.799,0.719,4.302,0.768,condominium,brick,premium,yes,yes,yes,no,no,2500
9127760871c631f5d7c9aa22733e00f8,szczecin,apartmentBuilding,65.7,2.0,1.0,4.0,2000.0,53.4290868,14.5409901,1.47,62.0,0.081,0.545,0.158,0.159,0.103,0.169,0.122,condominium,brick,premium,no,no,no,no,yes,2800
e967958cdbc4ef72ebb03bcb0635e360,szczecin,,33.0,1.0,,,2021.0,53.418611,14.549722,0.92,11.0,0.371,0.319,0.225,0.63,0.323,1.208,0.359,condominium,brick,,no,yes,yes,no,no,1900
d7d4a42435ceba0bd7888455e2e2296d,szczecin,tenement,32.0,1.0,2.0,4.0,1930.0,53.4348359,14.5488644,1.5,51.0,0.101,0.107,0.154,0.159,0.048,0.537,0.271,condominium,brick,premium,no,no,,no,no,1300
f53f453a6da5d2cc5ad780f9194acde5,szczecin,apartmentBuilding,48.81,3.0,6.0,27.0,2022.0,53.4313518,14.5548097,0.97,57.0,0.076,0.399,0.123,0.153,0.113,0.505,0.104,condominium,brick,premium,yes,yes,yes,no,no,3300
f92118c3710432d0ce0d38ab7b82d703,szczecin,,32.0,1.0,,,,53.4305907,14.5611917,0.8,30.0,0.07,0.647,0.287,0.083,0.162,0.142,0.442,condominium,,,no,no,,no,no,1900
749d91c854046aab796c0e02e6a16e0a,szczecin,,47.0,2.0,2.0,4.0,,53.4507865,14.5295343,3.69,5.0,0.178,0.487,0.678,0.51,0.614,0.947,0.286,condominium,,,no,yes,no,no,no,2300
16c72c51e9c78508118082d2cc9bf03e,szczecin,blockOfFlats,28.0,1.0,1.0,4.0,1980.0,53.43786667,14.50109482,4.28,1.0,0.214,0.592,0.503,0.519,0.539,1.974,0.521,condominium,concreteSlab,,no,no,no,no,yes,1300
9bb49ac75a3387feba6766a7a8abfb5b,szczecin,blockOfFlats,28.6,1.0,2.0,4.0,1985.0,53.45085141,14.55864429,3.06,15.0,0.203,0.431,0.419,0.037,0.363,1.858,0.244,condominium,concreteSlab,,no,yes,no,no,yes,1400
09985988eaa91287adb49c95fec1a2c1,szczecin,apartmentBuilding,28.0,1.0,2.0,7.0,2019.0,53.4308373,14.5419351,1.51,75.0,0.261,0.582,0.132,0.166,0.043,0.19,0.075,condominium,brick,premium,no,yes,no,no,no,2300
375621c707db4a9655872fdcabc59b10,szczecin,,80.17,3.0,1.0,3.0,2010.0,53.4250745,14.5619367,0.2,53.0,0.136,0.881,0.619,0.14,0.069,0.476,0.503,condominium,brick,premium,no,no,no,no,no,4500
7b4e4b5bf7a8961e85866933a25f7558,szczecin,tenement,51.92,3.0,4.0,4.0,1930.0,53.43164875,14.54635994,1.33,80.0,0.327,0.417,0.25,0.428,0.055,0.314,0.05,condominium,brick,premium,no,no,,no,no,2500
13cfd92dac7f6f761de93d3e4ab323a3,szczecin,blockOfFlats,34.0,1.0,2.0,3.0,,53.3940023,14.5239882,4.09,4.0,0.572,1.625,0.469,0.456,0.476,2.916,0.481,condominium,,,no,yes,no,no,yes,1900
8830be7330e195fb796ac0593586af96,szczecin,blockOfFlats,28.1,1.0,5.0,10.0,1970.0,53.43730986,14.56987095,1.66,18.0,0.109,0.999,0.197,0.281,0.033,1.039,0.065,condominium,concreteSlab,premium,no,yes,yes,no,yes,1900
29cf8993fadd303c77e759483ec9303b,szczecin,blockOfFlats,52.76,2.0,1.0,3.0,2003.0,53.3745831,14.6860922,9.91,2.0,1.298,0.536,0.032,1.253,1.313,,0.036,condominium,brick,premium,no,yes,no,no,no,2300
a8bde451662937d8293a743bfd136069,szczecin,tenement,46.0,2.0,2.0,2.0,,53.444725,14.50301,4.51,6.0,0.369,0.343,0.301,0.37,0.237,1.858,0.252,condominium,brick,,no,no,no,no,no,2200
fa5f78d270bb7df92c139ea3278eaf8c,szczecin,apartmentBuilding,43.0,2.0,1.0,3.0,2020.0,53.4037108,14.5267092,3.15,16.0,0.355,0.539,0.444,0.287,0.156,1.822,0.23,condominium,brick,premium,yes,no,yes,no,yes,2950
6b35f0a153c1a620291e8f2d0434c9bf,szczecin,apartmentBuilding,36.8,2.0,5.0,6.0,2020.0,53.4218,14.5556,0.4,48.0,0.133,0.366,0.064,0.354,0.11,0.93,0.359,condominium,brick,premium,yes,yes,yes,no,no,2500
fd1c4071074205a1521ab098f325f5e9,szczecin,blockOfFlats,60.0,3.0,3.0,4.0,1980.0,53.39688,14.52726,3.7,6.0,0.33,1.271,0.166,0.122,0.237,2.569,0.173,condominium,concreteSlab,,no,no,,no,no,3200
6058daa3c31a0078f7a58b0f8b42bc50,szczecin,blockOfFlats,60.0,2.0,3.0,5.0,1995.0,53.4308373,14.5419351,1.51,75.0,0.261,0.582,0.132,0.166,0.043,0.19,0.075,condominium,brick,,no,no,yes,no,no,1900
8c7f10a4dad23bc0e447c9248973db81,szczecin,blockOfFlats,67.0,3.0,1.0,2.0,2000.0,53.414765,14.493415,4.58,5.0,0.623,1.032,0.44,0.311,0.022,2.593,0.737,condominium,,premium,no,no,no,no,no,2800
6d18755e4860f596f1c27b06ad01d292,szczecin,blockOfFlats,25.2,1.0,1.0,4.0,1980.0,53.4224645,14.5186204,2.81,5.0,0.083,0.816,0.961,0.821,0.735,0.909,0.221,condominium,brick,,no,no,,no,no,1700
33e91266c73184882d4362c42aa6089d,szczecin,apartmentBuilding,55.48,3.0,3.0,3.0,2022.0,53.42403815,14.56129944,0.07,51.0,0.168,0.795,0.514,0.21,0.029,0.591,0.39,condominium,brick,premium,no,no,yes,no,no,3300
be8b756497ff07a6f3c73a3dcfbb05c5,szczecin,blockOfFlats,64.0,3.0,1.0,3.0,2000.0,53.42319528,14.55866146,0.15,56.0,0.241,0.599,0.318,0.167,0.03,0.712,0.367,condominium,brick,premium,no,no,no,no,no,3300
eec5654ba25ddeab9ac8b046e745c0d1,szczecin,apartmentBuilding,68.0,3.0,2.0,2.0,2004.0,53.4438433,14.5055732,4.32,9.0,0.467,0.179,0.226,0.28,0.274,1.677,0.249,condominium,brick,premium,yes,yes,no,no,no,3000
3ae3f649ff85be13b61c3fb7ea57de9c,szczecin,,63.79,3.0,2.0,5.0,2008.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,,premium,yes,yes,yes,no,no,2500
6cd7f5b8d7267e8a1ab6321b9b134716,szczecin,blockOfFlats,40.0,2.0,2.0,2.0,,53.4433769593755,14.5003477049776,4.59,5.0,0.417,0.403,0.277,0.522,0.129,2.018,0.18,condominium,,,no,no,no,no,no,1900
3486cdb2471158e8c31059768fc0b6d7,szczecin,,109.0,5.0,4.0,4.0,,53.4184346,14.5387123,1.57,13.0,0.099,0.518,0.427,0.569,0.256,0.496,0.413,condominium,,,no,yes,yes,yes,no,5000
0ad76191e8b0ab2d27959b957185d7e6,szczecin,apartmentBuilding,64.22,3.0,3.0,3.0,2022.0,53.42403815,14.56129944,0.07,51.0,0.168,0.795,0.514,0.21,0.029,0.591,0.39,condominium,brick,premium,no,no,yes,no,no,3500
b7c5c6960bb7856e0e86bb4bd6da8a7f,szczecin,blockOfFlats,46.6,2.0,8.0,10.0,1970.0,53.4507061,14.5710093,3.11,9.0,0.28,0.599,0.425,0.309,0.419,1.42,0.311,condominium,concreteSlab,,yes,yes,yes,no,yes,2100
974bb053feeae30c6ca5651d169bf68f,szczecin,apartmentBuilding,37.0,2.0,3.0,5.0,2023.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,yes,yes,no,no,2300
13318a319d523c2c89708c8f0c16245a,szczecin,apartmentBuilding,33.0,1.0,4.0,5.0,2023.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,no,yes,no,no,2000
d7f7ca830c4bcd1be63be1438fb8ec18,szczecin,blockOfFlats,34.0,2.0,2.0,4.0,2020.0,53.4298322119137,14.4866505747099,4.98,2.0,0.887,0.761,0.445,0.644,0.887,3.056,0.322,condominium,brick,,yes,yes,yes,no,no,1900
3d424ba2727997b6f614d4d653051564,szczecin,blockOfFlats,59.0,3.0,2.0,4.0,1970.0,53.444211,14.4787882,5.92,1.0,0.982,1.824,0.8,0.514,0.555,3.449,0.483,condominium,concreteSlab,premium,no,yes,no,no,yes,2400
6e36c9b5808deb7eb3f61d1965dbb2f8,szczecin,blockOfFlats,47.1,2.0,6.0,6.0,2000.0,53.42997,14.56525,0.78,18.0,0.202,0.883,0.162,0.207,0.215,0.248,0.713,condominium,brick,premium,no,yes,yes,no,no,1900
46e362541490ef6546f5d9d445d5af09,szczecin,tenement,83.0,5.0,,3.0,1930.0,53.4279257,14.5404657,1.45,53.0,0.041,0.555,0.232,0.266,0.128,0.259,0.149,condominium,brick,premium,no,no,no,no,yes,3500
1f632811b86a97808a68a7ffceafc948,szczecin,,33.0,1.0,5.0,5.0,,53.4094466,14.5299221,2.58,15.0,0.217,0.137,0.229,0.233,0.188,1.16,0.227,condominium,,,no,yes,yes,no,no,2300
4f5f2c796d0ee440abd640dcf8842486,szczecin,blockOfFlats,33.6,2.0,,4.0,1997.0,53.4580656,14.5815502,4.09,8.0,0.097,1.206,0.824,0.696,0.304,0.553,0.072,condominium,brick,,yes,no,no,no,yes,1600
ed7d7ef8e5a8c56ea68d2b302a11cfcf,szczecin,blockOfFlats,39.0,2.0,1.0,10.0,1980.0,53.4037108,14.5267092,3.15,16.0,0.355,0.539,0.444,0.287,0.156,1.822,0.23,condominium,concreteSlab,,yes,no,yes,no,no,1800
e02b5efae50a8f6855a7ee9097b70e85,szczecin,blockOfFlats,41.74,2.0,1.0,3.0,2022.0,53.39277269,14.48349953,6.16,0.0,1.837,3.51,0.871,1.766,0.738,4.384,0.786,condominium,brick,premium,no,yes,yes,no,no,2500
5b9deca1d58f7345b9b10e08b3a85231,szczecin,blockOfFlats,35.77,2.0,5.0,5.0,1980.0,53.4332592,14.5490625,1.35,68.0,0.082,0.164,0.038,0.271,0.154,0.566,0.132,condominium,concreteSlab,,no,yes,no,no,yes,1650
1e1864ea4d05fa72f0b17edea7198a16,szczecin,apartmentBuilding,34.0,1.0,4.0,6.0,2023.0,53.4353589,14.5706271,1.48,13.0,0.302,1.021,0.286,0.443,0.19,0.894,0.193,condominium,brick,premium,no,yes,yes,no,no,2300
fdb4405c234f52244bbec200104851af,szczecin,,30.0,2.0,5.0,5.0,,53.4341584915789,14.5482189902051,1.46,61.0,0.078,0.187,0.082,0.234,0.099,0.529,0.236,condominium,,premium,no,no,no,no,no,2200
2bdbd60e3a5a16d553eb9c05bb89358e,szczecin,,96.0,4.0,2.0,2.0,1990.0,53.4421356,14.4847888,5.46,7.0,0.902,1.414,0.348,0.322,0.099,3.045,0.352,condominium,brick,premium,no,no,no,no,no,2900
64224a32f8848e95715e20563aeb44e0,szczecin,blockOfFlats,37.0,2.0,2.0,3.0,2003.0,53.399444,14.526111,3.53,8.0,0.109,1.004,0.153,0.178,0.166,2.296,0.141,condominium,brick,,yes,no,no,no,no,2000
33629d4fe8fec41b674926495197b3ae,szczecin,blockOfFlats,60.31,2.0,2.0,4.0,1970.0,53.424211,14.559731,0.12,57.0,0.116,0.707,0.447,0.107,0.022,0.585,0.434,condominium,brick,premium,yes,yes,no,no,yes,2800
8a95398ab4f743793c65d59203d442cd,szczecin,blockOfFlats,30.0,2.0,2.0,4.0,1970.0,53.4502548,14.5686597,3.03,9.0,0.126,0.511,0.306,0.146,0.303,1.527,0.317,condominium,,premium,no,yes,no,no,no,1500
c36f200b5dc137e5b7d97644bee843dc,szczecin,blockOfFlats,27.0,1.0,1.0,3.0,2017.0,53.4014513,14.5071442,4.32,1.0,1.083,1.672,0.721,0.921,0.388,2.609,0.538,condominium,,premium,yes,yes,no,no,no,1950
0657db68a23a5e7d37b325fbefb9a555,szczecin,blockOfFlats,28.3,1.0,7.0,9.0,1970.0,53.43802165,14.57373251,1.83,13.0,0.17,1.267,0.078,0.376,0.278,1.253,0.17,condominium,concreteSlab,premium,yes,yes,yes,no,no,2000
4b9a39020ddc3483e8143551be7870d1,szczecin,blockOfFlats,65.6,3.0,2.0,3.0,2008.0,53.3670701,14.6625085,9.2,9.0,0.325,1.327,0.11,0.266,0.195,,0.096,condominium,brick,premium,no,yes,no,no,no,3500
d52bf2c4c3f7cb1230768602d8aa33ec,szczecin,blockOfFlats,39.0,2.0,4.0,4.0,2020.0,53.39255261,14.484478,6.12,0.0,1.84,3.466,0.831,1.778,0.73,4.354,0.779,condominium,,premium,no,no,yes,no,no,2700
368e16142922433c709e6921a3b8f2a8,szczecin,blockOfFlats,70.0,3.0,7.0,11.0,1985.0,53.3784846,14.6570885,8.1,21.0,0.3,0.111,0.317,0.071,0.068,,0.086,condominium,concreteSlab,premium,no,yes,yes,no,no,2700
36a9c75608e63ab49ea1d76ad26cb5d9,szczecin,blockOfFlats,47.0,2.0,2.0,3.0,2011.0,53.457778,14.5825,4.08,7.0,0.088,1.201,0.882,0.755,0.247,0.608,0.13,condominium,brick,premium,yes,yes,yes,no,no,2700
4f5b66bf1c68f7f1f82d9208636c8334,szczecin,blockOfFlats,27.12,1.0,4.0,5.0,1980.0,53.4367354,14.5687774,1.57,17.0,0.204,0.915,0.283,0.249,0.018,0.947,0.033,condominium,concreteSlab,premium,no,no,yes,no,no,2000
7301dd560af144f42ac582ee02fa5618,szczecin,blockOfFlats,65.0,3.0,1.0,1.0,1980.0,53.4630898,14.570361,4.46,4.0,0.226,1.149,0.702,0.419,1.062,0.538,0.873,condominium,brick,premium,yes,no,no,no,no,3000
48c75d541be09d7fc4aa3cfb82b9ea69,szczecin,,50.47,2.0,1.0,4.0,,53.4329708,14.51205969,3.41,16.0,0.15,1.106,0.198,0.204,0.221,1.351,0.062,condominium,,,yes,yes,no,no,no,2200
64014f81325bb7c29085e0f4447c3d61,szczecin,apartmentBuilding,34.0,2.0,3.0,4.0,2021.0,53.4235698,14.5603435,0.05,50.0,0.191,0.718,0.432,0.182,0.008,0.648,0.353,condominium,brick,premium,no,no,yes,no,no,3600
4284608c295beb9bcde40b146ae5e25b,szczecin,,45.0,2.0,1.0,2.0,,53.4782809,14.5408938,6.25,2.0,1.336,2.68,1.045,0.643,0.477,3.031,0.411,condominium,,,no,yes,yes,no,no,2600
aa15daa75da13137b9d504ecdad656ee,szczecin,apartmentBuilding,69.35,3.0,1.0,3.0,1921.0,53.4321926,14.547949,1.3,75.0,0.22,0.299,0.147,0.349,0.045,0.428,0.03,condominium,brick,,yes,yes,yes,no,yes,4000
fdf5c261e2b6ab64453cd299c5f7eef7,szczecin,blockOfFlats,45.0,2.0,1.0,4.0,2017.0,53.441868,14.539536,2.5,11.0,0.579,0.435,0.447,0.202,0.16,0.583,0.503,condominium,brick,premium,no,yes,yes,no,no,2500
cc9043a52d7219634b26e6f8f6b48417,szczecin,apartmentBuilding,32.0,2.0,2.0,3.0,2021.0,53.457778,14.5825,4.08,7.0,0.088,1.201,0.882,0.755,0.247,0.608,0.13,condominium,brick,premium,no,yes,yes,no,yes,2600
134a0b1c2978cc7abda537cef96484f5,szczecin,blockOfFlats,59.0,2.0,3.0,4.0,2006.0,53.4253864615384,14.4827941991929,5.18,4.0,0.553,0.678,0.178,0.699,0.41,3.293,0.099,condominium,brick,premium,yes,yes,no,no,no,2200
4bc6b82e131048ec21df54e69da8ae20,szczecin,blockOfFlats,52.97,3.0,3.0,4.0,1970.0,53.3727883,14.6441947,7.88,7.0,0.225,0.179,0.763,0.603,0.907,,0.306,condominium,concreteSlab,,no,no,,no,no,2200
af9ef7afe7eab4a021e3dfa0aa327d7a,szczecin,apartmentBuilding,58.0,2.0,4.0,4.0,2008.0,53.44277476,14.56121922,2.15,12.0,0.251,0.59,0.708,0.309,0.276,1.493,0.248,condominium,brick,premium,yes,no,yes,no,no,2900
df4f773c523f1777acee2ca7f1205b58,szczecin,blockOfFlats,26.28,1.0,1.0,4.0,1980.0,53.4130039,14.523417,2.74,5.0,0.449,0.674,0.666,0.384,0.343,0.933,0.342,condominium,,,no,no,no,no,yes,1300
750981723a862852361ab5bc4bab5e3c,szczecin,blockOfFlats,39.66,2.0,1.0,4.0,2020.0,53.3831076,14.6597866,7.94,17.0,0.412,0.613,0.229,0.598,0.288,,0.108,condominium,brick,premium,no,no,yes,no,no,2500
113e38216b92b4e50de1a23d1eaf2e3b,szczecin,blockOfFlats,47.0,2.0,2.0,2.0,1940.0,53.434703,14.5027336,4.06,1.0,0.166,0.871,0.584,0.504,0.71,1.893,0.642,condominium,brick,premium,no,no,no,no,no,2200
21c7dad696f279227bfbe98993ccdc44,szczecin,apartmentBuilding,65.0,3.0,2.0,4.0,2012.0,53.4242308,14.4873947,4.88,11.0,0.27,0.357,0.232,0.422,0.343,2.97,0.201,condominium,brick,premium,yes,no,yes,no,no,3500
cd63a76909c005b07e06feaad55460d8,szczecin,,44.0,2.0,4.0,4.0,2005.0,53.424211,14.559731,0.12,57.0,0.116,0.707,0.447,0.107,0.022,0.585,0.434,condominium,brick,premium,yes,yes,yes,no,no,2100
3ccfc0235eb543940aa0f33d81826ddf,szczecin,,90.0,3.0,4.0,4.0,2005.0,53.424211,14.559731,0.12,57.0,0.116,0.707,0.447,0.107,0.022,0.585,0.434,condominium,brick,premium,yes,yes,yes,no,no,2900
1cd8c1ddea233ac07fe9cad4aae66f91,szczecin,apartmentBuilding,56.0,2.0,4.0,5.0,2006.0,53.42400376,14.55900828,0.15,60.0,0.148,0.654,0.397,0.088,0.012,0.62,0.432,condominium,brick,premium,no,yes,yes,no,no,2800
575671214ab6168b2b1168d54e02a7bb,szczecin,blockOfFlats,64.8,3.0,2.0,6.0,1990.0,53.4349639,14.5563449,1.32,28.0,0.169,0.079,0.27,0.125,0.087,0.717,0.088,condominium,concreteSlab,premium,no,yes,yes,no,no,2950
e89c7474672518963d906b5168d5d807,szczecin,apartmentBuilding,45.18,2.0,5.0,26.0,2022.0,53.4291943,14.5532619,0.82,68.0,0.212,0.344,0.345,0.177,0.078,0.557,0.051,condominium,brick,premium,no,yes,yes,no,no,4000
10b55aaaad5d6e7bd55dd4e4622b5c09,szczecin,apartmentBuilding,52.3,3.0,2.0,4.0,2000.0,53.4290868,14.5409901,1.47,62.0,0.081,0.545,0.158,0.159,0.103,0.169,0.122,condominium,brick,premium,no,yes,no,no,yes,2900
14ec44c6474f2aaf7235b8ef0a98f17c,szczecin,tenement,45.61,2.0,1.0,4.0,1930.0,53.4314173,14.5418533,1.55,74.0,0.236,0.628,0.192,0.196,0.039,0.249,0.011,condominium,brick,premium,no,no,,no,no,2500
e9c501fee7c6cf796f97d79f887821b0,szczecin,,35.0,2.0,3.0,8.0,1970.0,53.43284552,14.55236149,1.2,56.0,0.116,0.17,0.233,0.227,0.087,0.701,0.126,condominium,concreteSlab,premium,no,no,yes,no,yes,2200
