id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
6a689e2e676756c3d6e0381fce8172f4,szczecin,,59.0,3.0,,5.0,,53.4234563,14.5541395,0.45,68.0,0.142,0.347,0.241,0.164,0.101,0.823,0.204,condominium,,,no,yes,yes,no,no,4500
c5a46f56875644e93b1af5e3b52125ff,szczecin,,47.8,2.0,2.0,10.0,1980.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,,,no,yes,yes,no,no,2400
b4e475ed1aa52c2f072ba608bdcab30d,szczecin,blockOfFlats,39.0,2.0,1.0,2.0,,53.4240612,14.5136744,3.13,4.0,0.29,1.157,0.811,0.633,0.737,1.278,0.15,condominium,brick,,no,no,no,no,no,2000
5567bdc74f213be2d076ad7c911a3907,szczecin,blockOfFlats,41.0,2.0,1.0,2.0,,53.4424826,14.5050888,4.27,9.0,0.471,0.073,0.091,0.422,0.211,1.701,0.165,condominium,brick,,no,no,no,no,yes,2300
511a54c952a882871890977da4a8ce81,szczecin,apartmentBuilding,88.0,3.0,2.0,4.0,2003.0,53.4422172,14.5437071,2.38,18.0,0.354,0.601,0.33,0.347,0.243,0.66,0.326,condominium,brick,,no,yes,yes,no,no,3000
cffe903fab2ea1f42ba970e7e0430d15,szczecin,,27.14,1.0,,3.0,2021.0,53.39357882,14.47970152,6.33,0.0,1.843,3.496,1.057,1.742,0.82,4.512,0.861,condominium,,,yes,no,no,no,no,2000
53756569c1ea789487ebacff1eefe820,szczecin,,52.0,2.0,,,,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,,,no,no,no,no,no,2600
26204389b7cf29a03f638342bff9eb65,szczecin,blockOfFlats,115.0,4.0,5.0,6.0,1995.0,53.445816,14.549937,2.6,14.0,0.413,0.566,0.388,0.387,0.124,1.189,0.052,condominium,brick,,no,no,no,no,yes,4500
31a50541a2c9cec28db5b245ff02dc4e,szczecin,blockOfFlats,80.96,4.0,4.0,6.0,1995.0,53.445816,14.549937,2.6,14.0,0.413,0.566,0.388,0.387,0.124,1.189,0.052,condominium,concreteSlab,premium,yes,yes,no,no,yes,4500
ee6f3cc522b97fbd44cc47bd9c40ed47,szczecin,,63.0,3.0,,,,53.477111,14.555945,5.98,0.0,1.625,2.059,0.918,0.634,0.684,2.189,1.006,condominium,,,no,no,,no,no,3300
ed78ca4227139d1c315f77fefe5057d9,szczecin,apartmentBuilding,47.0,2.0,,4.0,2020.0,53.4224,14.5239,2.46,5.0,0.424,0.466,0.701,0.972,0.413,0.585,0.107,condominium,brick,premium,yes,yes,yes,no,no,3000
44b4299e685eddcec6ac2bf95594d005,szczecin,blockOfFlats,43.0,2.0,4.0,4.0,2023.0,53.418611,14.549722,0.92,11.0,0.371,0.319,0.225,0.63,0.323,1.208,0.359,condominium,brick,premium,yes,yes,yes,no,no,2800
05487cb17e24d860ade9040012d141ef,szczecin,blockOfFlats,39.0,2.0,2.0,4.0,2023.0,53.418611,14.549722,0.92,11.0,0.371,0.319,0.225,0.63,0.323,1.208,0.359,condominium,brick,premium,yes,yes,yes,no,no,2800
0ddaf22f4c10bf757e15d7fbfacccbae,szczecin,blockOfFlats,34.09,1.0,2.0,2.0,1930.0,53.4459187,14.5013791,4.67,8.0,0.294,0.514,0.408,0.46,0.361,1.987,0.392,condominium,brick,,no,no,no,no,no,1600
1e66fc40e9c8332fe048e9441775ec46,szczecin,tenement,73.0,3.0,1.0,4.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,,no,no,,no,no,2700
c858abe5a57bc735177695a044eb40f2,szczecin,blockOfFlats,41.0,2.0,4.0,4.0,1966.0,53.4259747,14.559383,0.31,68.0,0.067,0.722,0.582,0.107,0.015,0.404,0.33,condominium,brick,,no,yes,no,no,yes,2600
e5988d54b059bdd9744fc7c95a8d5df5,szczecin,blockOfFlats,60.3,3.0,3.0,8.0,,53.4230495,14.4471272,7.54,0.0,1.046,3.027,1.23,0.961,1.102,,1.436,condominium,concreteSlab,premium,no,yes,yes,no,yes,3000
2474713a5a8d2a49000d30981710ff3d,szczecin,apartmentBuilding,61.0,2.0,2.0,3.0,2018.0,53.4420743,14.4916794,5.04,6.0,0.603,0.958,0.145,0.264,0.171,2.589,0.134,condominium,brick,premium,yes,yes,no,no,no,3000
6bc9461b8cb45b59e0770fed444f95ce,szczecin,blockOfFlats,37.5,2.0,8.0,10.0,1980.0,53.41562145,14.53163565,2.13,9.0,0.489,0.482,0.051,0.184,0.242,0.468,0.763,condominium,concreteSlab,premium,no,yes,yes,no,yes,2700
885948ba6037cdb3e80cd41d0bd349dd,szczecin,,41.0,2.0,1.0,1.0,1970.0,53.4398954,14.49720189,4.61,5.0,0.176,0.648,0.506,0.194,0.441,2.239,0.458,condominium,brick,premium,no,yes,no,no,no,2200
c90dcf10e98663687f6f9ec8d62f92fb,szczecin,blockOfFlats,60.19,2.0,3.0,5.0,1972.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,,no,yes,no,no,yes,2300
59ecbb93edfdeeb4e4b7216de4a1da99,szczecin,blockOfFlats,25.8,1.0,10.0,11.0,1980.0,53.44372,14.56076,2.26,10.0,0.146,0.606,0.786,0.201,0.377,1.524,0.157,condominium,concreteSlab,premium,yes,yes,yes,no,yes,1700
e394c7c27e2496c90f8157ce9d38f5db,szczecin,blockOfFlats,29.0,1.0,1.0,10.0,1980.0,53.44405,14.561175,2.3,10.0,0.109,0.648,0.831,0.187,0.393,1.567,0.168,condominium,concreteSlab,premium,no,no,yes,no,no,1800
af84a69e5b6d8835337d87f804f620c6,szczecin,tenement,33.7,2.0,2.0,2.0,1950.0,53.44805555,14.5003705,4.86,10.0,0.253,0.748,0.161,0.585,0.342,2.112,0.198,condominium,brick,,no,no,no,no,no,1800
c305c5b8f0ec57482a380bdee247c8f6,szczecin,apartmentBuilding,34.74,2.0,3.0,5.0,2019.0,53.4354007,14.5286061,2.53,20.0,0.112,0.518,0.468,0.162,0.189,0.29,0.201,condominium,brick,premium,yes,yes,yes,no,no,2600
292d0f7c1c4b4ba819df7e030828b7d2,szczecin,tenement,38.17,2.0,4.0,4.0,1930.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,no,no,no,yes,2400
e72e4b5419ba5b1cc1671d2ce229ba21,szczecin,blockOfFlats,47.0,2.0,2.0,3.0,2011.0,53.457778,14.5825,4.08,7.0,0.088,1.201,0.882,0.755,0.247,0.608,0.13,condominium,brick,premium,yes,yes,yes,no,no,2500
567f73c838f99ed3cefabfff6f29e75a,szczecin,apartmentBuilding,42.0,2.0,,3.0,2000.0,53.4414099,14.5446586,2.28,17.0,0.251,0.517,0.288,0.437,0.285,0.595,0.246,condominium,brick,premium,yes,yes,yes,no,no,2900
9ac6d89c39664e18a99f29c2b7501172,szczecin,blockOfFlats,29.45,1.0,,10.0,,53.40357769,14.52282071,3.35,10.0,0.339,0.688,0.517,0.167,0.161,1.899,0.22,condominium,,,no,no,yes,no,no,1300
ba59e7413dbb83f86b4c457adbf3d4e4,szczecin,,38.87,2.0,7.0,7.0,,53.418611,14.549722,0.92,11.0,0.371,0.319,0.225,0.63,0.323,1.208,0.359,condominium,,,no,yes,yes,yes,no,2500
5f476b194f63c93ab9a56f76d17957dc,szczecin,,49.0,2.0,3.0,6.0,,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,,,no,yes,yes,no,no,3700
532f32f374362c8a6024f58264ddff3e,szczecin,blockOfFlats,26.64,1.0,,2.0,2016.0,53.4014513,14.5071442,4.32,1.0,1.083,1.672,0.721,0.921,0.388,2.609,0.538,condominium,,premium,yes,no,yes,no,yes,1800
850b6d332ba83bb50dd7396e60cb72df,szczecin,blockOfFlats,88.22,3.0,1.0,3.0,2002.0,53.4490931,14.5168436,4.09,0.0,0.509,1.039,0.998,0.676,0.661,1.192,0.668,condominium,brick,,yes,yes,no,no,no,3700
3d3fdeccada9d1b3c28a69cc28e3ab1a,szczecin,blockOfFlats,73.0,3.0,3.0,4.0,2018.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,,premium,no,yes,yes,no,no,3300
89a54e919c7933cf2baaadcfd90c3ad9,szczecin,,38.0,2.0,2.0,6.0,,53.4088556,14.5234927,2.96,20.0,0.256,0.415,0.366,0.201,0.323,1.334,0.158,condominium,,,no,yes,yes,no,no,2000
49f472f7285eab4cf136709daa444dbd,szczecin,,41.0,2.0,5.0,5.0,1920.0,53.427222,14.549987,0.84,67.0,0.462,0.087,0.091,0.33,0.064,0.494,0.099,condominium,,,no,no,yes,no,no,1800
997b90adf0b21d183a3b7d373af75f0a,szczecin,apartmentBuilding,35.0,2.0,2.0,3.0,,53.474167,14.537222,5.86,1.0,0.888,2.189,0.795,0.494,0.598,3.013,0.662,condominium,brick,,no,yes,no,no,no,2700
edda762658d14b19a2d03a62d20ab013,szczecin,blockOfFlats,39.24,2.0,4.0,7.0,2016.0,53.4124102,14.534475,2.14,7.0,0.341,0.564,0.392,0.22,0.173,0.847,0.672,condominium,,premium,yes,yes,yes,no,no,2150
fe1297d77408ce2376adf942e8e5177e,szczecin,blockOfFlats,37.0,2.0,4.0,7.0,1996.0,53.43288643,14.5107336,3.49,18.0,0.072,1.087,0.276,0.175,0.302,1.435,0.099,condominium,,premium,no,no,yes,no,no,2000
a5e29e1cd5319ce63c596a64d81b5fac,szczecin,blockOfFlats,50.0,2.0,,3.0,,53.4779629815713,14.5429622015721,6.18,2.0,1.318,2.675,0.953,0.526,0.362,2.899,0.423,condominium,,,no,yes,no,no,yes,2900
a9b14abc73f8b316dc3f8a758ff42eab,szczecin,tenement,50.0,2.0,1.0,4.0,1920.0,53.4482921,14.5374909,3.18,11.0,0.134,0.764,0.369,0.458,0.328,0.801,0.314,condominium,brick,premium,yes,no,no,no,yes,1800
622ddbf6bc95d4b0a06cd3f1772c6f29,szczecin,,32.5,1.0,4.0,7.0,2021.0,53.4037063,14.4851222,5.48,1.0,1.373,2.317,0.948,1.594,0.27,3.565,0.999,condominium,,premium,no,yes,yes,no,no,2000
f0497e5f94ca7c82bc498c97f8be5679,szczecin,blockOfFlats,45.0,2.0,3.0,10.0,,53.4336954297435,14.5534059354093,1.25,54.0,0.175,0.165,0.22,0.241,0.082,0.73,0.126,condominium,,,no,yes,yes,no,yes,2800
de1c56b90c8e3b010ef5f63402469620,szczecin,blockOfFlats,33.0,2.0,,,,53.4149507135254,14.5372931525381,1.83,9.0,0.431,0.683,0.336,0.31,0.346,0.661,0.399,condominium,,premium,yes,no,,no,no,1900
c3f402c41f6dcca040569260d57e399b,szczecin,blockOfFlats,48.0,2.0,5.0,11.0,1990.0,53.4233918925665,14.5163680342733,2.96,5.0,0.099,0.97,0.965,0.695,0.78,1.084,0.045,condominium,concreteSlab,,no,yes,yes,no,no,2100
7b242e2484cb1f9c7ab5c87d75b648f2,szczecin,blockOfFlats,37.0,2.0,1.0,4.0,,53.4054765489548,14.5275150572425,2.98,13.0,0.2,0.337,0.241,0.259,0.114,1.619,0.115,condominium,,,no,no,no,no,yes,1600
8200a8a218c9bf4ce3078b34e4508642,szczecin,,44.65,2.0,3.0,7.0,,53.4265537,14.5529795,0.64,62.0,0.28,0.298,0.155,0.126,0.074,0.654,0.111,condominium,,,no,no,yes,no,no,3500
8e683629b6cf0658cd574c43a91361dd,szczecin,blockOfFlats,52.0,2.0,,,1980.0,53.4213363577885,14.5127424323883,3.2,4.0,0.105,1.212,1.072,0.942,0.93,1.261,0.226,condominium,brick,,yes,yes,no,no,yes,2200
a7bba9c276c369ee08859a029d9e0a65,szczecin,blockOfFlats,49.1,2.0,4.0,4.0,1980.0,53.3650897,14.6572855,9.1,9.0,0.178,1.122,0.185,0.176,0.305,,0.312,condominium,concreteSlab,,no,yes,no,no,no,1900
0828bc039f7ccb7c7df409197b470051,szczecin,,43.19,2.0,1.0,4.0,2017.0,53.39763631,14.49484518,5.24,2.0,1.602,2.591,0.078,1.813,0.081,3.468,0.615,condominium,,,no,yes,no,no,no,2300
40115e80676d3495e790cb3da0fc3ba8,szczecin,,50.0,3.0,,,,53.39694444,14.52416667,3.82,6.0,0.246,1.306,0.166,0.179,0.15,2.593,0.177,condominium,,,no,yes,no,no,no,1800
d10e3f4ab75efc606b32de7caed305df,szczecin,apartmentBuilding,74.0,3.0,3.0,6.0,2005.0,53.4322507,14.5700643,1.15,5.0,0.604,1.037,0.33,0.371,0.034,0.644,0.517,condominium,brick,premium,yes,yes,yes,no,no,3900
a844c70414d38d87ee8e60b336ed8029,szczecin,blockOfFlats,38.0,2.0,4.0,4.0,1970.0,53.436824,14.498956,4.37,3.0,0.318,0.77,0.669,0.368,0.681,2.117,0.673,condominium,,,no,yes,no,no,no,1900
a6f5b8762e88c633922ff45d194c67a1,szczecin,apartmentBuilding,49.6,2.0,1.0,4.0,2012.0,53.418587,14.5376431,1.64,14.0,0.171,0.446,0.413,0.59,0.273,0.424,0.408,condominium,brick,premium,yes,yes,yes,no,yes,3500
effead0afd89222001c423e344d93575,szczecin,,37.89,2.0,1.0,11.0,1977.0,53.43287621,14.54375267,1.55,80.0,0.378,0.471,0.327,0.319,0.04,0.341,0.186,condominium,concreteSlab,premium,yes,yes,yes,no,yes,2100
fcf9e75e2536e6fd442a18c96920b82a,szczecin,blockOfFlats,113.35,4.0,3.0,3.0,2011.0,53.4250745,14.5619367,0.2,53.0,0.136,0.881,0.619,0.14,0.069,0.476,0.503,condominium,brick,premium,no,no,no,no,no,5000
7a28e61477601ba4a8a59a41a47919fb,szczecin,apartmentBuilding,53.0,2.0,1.0,4.0,2003.0,53.4372543254635,14.5462158021991,1.82,33.0,0.09,0.241,0.248,0.011,0.137,0.341,0.185,condominium,brick,premium,no,yes,yes,yes,no,2690
2dce752d6de7b51ea7cb9cc515909006,szczecin,blockOfFlats,80.0,3.0,1.0,2.0,2004.0,53.4742,14.5372,5.86,1.0,0.891,2.193,0.798,0.497,0.599,3.016,0.666,condominium,brick,,yes,yes,no,yes,yes,3000
55c1e7bd96a2a21c7c0ea30298aab98b,szczecin,apartmentBuilding,70.0,2.0,3.0,5.0,2000.0,53.4371,14.5457,1.83,36.0,0.079,0.257,0.231,0.043,0.099,0.304,0.191,condominium,brick,,yes,yes,yes,yes,no,3500
9627602d720f2e16d3c4d7b9e95a9fb0,szczecin,,30.94,1.0,1.0,10.0,,53.4329,14.547,1.4,77.0,0.197,0.302,0.123,0.386,0.059,0.453,0.13,condominium,,,no,no,yes,no,no,1850
55cf4eed95c60bf9e04e8c959844e614,szczecin,,38.14,2.0,1.0,11.0,1980.0,53.4060436,14.4988898,4.54,5.0,0.63,2.042,0.033,1.102,0.393,2.656,0.09,condominium,concreteSlab,premium,no,no,yes,no,no,2000
a32f001c8d29cae3c6a96a17c020be41,szczecin,blockOfFlats,98.92,4.0,2.0,2.0,2010.0,53.4656376,14.5423955,4.86,11.0,0.209,1.371,0.152,0.072,0.342,2.41,0.366,condominium,,premium,yes,yes,no,no,no,3900
c20440fd902e1466a3d2afc2dddf1c91,szczecin,blockOfFlats,57.0,3.0,,3.0,1934.0,53.4342457,14.5023229,4.07,1.0,0.162,0.927,0.564,0.55,0.655,1.929,0.621,condominium,brick,premium,no,no,no,no,yes,2700
770ba833fa71bce04abe44c6169c36ca,szczecin,apartmentBuilding,65.7,2.0,1.0,4.0,2000.0,53.4290868,14.5409901,1.47,62.0,0.081,0.545,0.158,0.159,0.103,0.169,0.122,condominium,brick,premium,no,no,no,no,yes,2700
042c86bafadd4104dc697c1c99c9bad3,szczecin,blockOfFlats,63.02,3.0,2.0,4.0,1934.0,53.4474074,14.5459083,2.85,16.0,0.261,0.844,0.242,0.259,0.352,1.152,0.265,condominium,brick,premium,no,yes,no,no,yes,2700
95ccf405e9febb56b0f1453e30aecc8c,szczecin,blockOfFlats,73.87,4.0,2.0,4.0,1991.0,53.3757172,14.6849892,9.78,2.0,1.237,0.61,0.151,1.178,1.221,,0.167,condominium,concreteSlab,,no,yes,no,no,yes,2500
71582069624bf082a57abc13eaf19332,szczecin,blockOfFlats,31.0,1.0,2.0,4.0,1997.0,53.4438952391102,14.5526981584193,2.34,21.0,0.273,0.319,0.314,0.434,0.142,1.122,0.076,condominium,brick,,no,yes,no,yes,no,1390
73031afb81cc05f4927f6a278be0cbbd,szczecin,,29.7,1.0,1.0,6.0,2021.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,,,yes,yes,yes,no,no,1900
21b2895c6465a036e38e8bc6a6c8751b,szczecin,blockOfFlats,39.95,2.0,6.0,6.0,2015.0,53.4133689,14.53287363,2.17,7.0,0.308,0.61,0.262,0.084,0.023,0.724,0.69,condominium,,premium,no,yes,yes,no,no,2100
c22c57f9ca1ccf82784a077da0790c8f,szczecin,apartmentBuilding,25.0,1.0,,,2019.0,53.406153,14.5364872,2.51,2.0,0.405,0.507,0.548,0.738,0.529,1.555,0.499,condominium,brick,premium,no,no,yes,no,no,1900
d1852c8d615ad9d9841be6268054256b,szczecin,apartmentBuilding,49.47,2.0,5.0,6.0,2022.0,53.4179653,14.5419201,1.4,9.0,0.067,0.668,0.532,0.479,0.32,0.715,0.251,condominium,brick,premium,yes,yes,yes,no,no,2800
39f35d78ab7f12da7b603a9c8b65918a,szczecin,blockOfFlats,77.93,4.0,3.0,4.0,2010.0,53.44372,14.56076,2.26,10.0,0.146,0.606,0.786,0.201,0.377,1.524,0.157,condominium,brick,premium,yes,yes,yes,no,yes,4000
028adef9b503b855b9f612ebbf0bdc3c,szczecin,,53.0,3.0,,4.0,1978.0,53.3818249,14.6567256,7.85,16.0,0.164,0.408,0.13,0.44,0.203,,0.017,condominium,concreteSlab,low,no,yes,no,no,no,2200
9ec1be04f30e284fc9fa6ff020736602,szczecin,blockOfFlats,52.6,2.0,9.0,11.0,,53.428611,14.5025,3.92,6.0,0.328,0.821,0.44,0.497,0.11,2.131,0.449,condominium,concreteSlab,,no,yes,yes,no,yes,2400
6fab8707d1bd97a7315b8e024a07bf81,szczecin,apartmentBuilding,45.18,2.0,5.0,26.0,2022.0,53.4291943,14.5532619,0.82,68.0,0.212,0.344,0.345,0.177,0.078,0.557,0.051,condominium,brick,premium,no,yes,yes,no,no,3700
8b1f6427c7f262d5f28b0b50c24b5993,szczecin,apartmentBuilding,50.0,2.0,7.0,7.0,2022.0,53.4037063,14.4851222,5.48,1.0,1.373,2.317,0.948,1.594,0.27,3.565,0.999,condominium,brick,premium,yes,yes,yes,no,no,3800
d19b4dce3dfae8da5ca44a4e2b2a4ff0,szczecin,blockOfFlats,48.43,2.0,,4.0,1993.0,53.4356243,14.53043049,2.44,22.0,0.208,0.395,0.379,0.249,0.073,0.224,0.087,condominium,brick,premium,no,yes,no,no,no,2800
4e3717b3bab470edff268b05eb2cf77a,szczecin,,120.0,5.0,,2.0,1997.0,53.4000006,14.6881913,8.82,1.0,0.446,2.794,0.609,1.258,1.125,,0.634,condominium,brick,,yes,no,no,no,no,5000
2027a86273503117a60228423eef058c,szczecin,,90.0,3.0,3.0,3.0,1900.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,,,no,yes,no,no,no,3400
31f401f046a470d5ed0155a60707d363,szczecin,tenement,140.0,5.0,3.0,4.0,1923.0,53.4290219,14.5458824,1.18,82.0,0.37,0.252,0.21,0.437,0.094,0.164,0.207,condominium,brick,premium,no,yes,no,no,no,4700
c42c4b316263a4ba7a02483ba9d5b9ef,szczecin,,46.7,2.0,2.0,3.0,1983.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,,,no,no,no,no,no,2200
6a2fd5363db63f37e37fa49edfa9b99f,szczecin,blockOfFlats,31.0,1.0,,4.0,1985.0,53.39688,14.52726,3.7,6.0,0.33,1.271,0.166,0.122,0.237,2.569,0.173,condominium,concreteSlab,premium,no,no,no,no,yes,1800
